rank,district,loss_year,lat,lon,area_km2,in_protected,risk_tier,projected_loss_pct
426,Khulna,2021,22.01119,89.39023,0.289,True,High,22.68
427,Khulna,2021,21.99053,89.47512,0.289,True,High,22.68
428,Khulna,2021,22.03725,89.33723,0.289,True,High,22.68
429,Satkhira,2021,22.10956,89.10008,0.289,True,High,10.7
430,Khulna,2021,22.02781,89.39966,0.289,True,High,22.68
431,Khulna,2021,22.02332,89.41988,0.289,True,High,22.68
432,Khulna,2021,22.05072,89.34217,0.289,True,High,22.68
433,Khulna,2021,22.07767,89.34082,0.289,True,High,22.68
434,Khulna,2021,22.06779,89.4338,0.289,True,High,22.68
435,Khulna,2021,22.06869,89.47153,0.289,True,High,22.68
436,Khulna,2021,22.15268,89.34576,0.289,True,High,22.68
437,Bagerhat,2021,22.07363,89.66287,0.289,True,High,11.87
438,Satkhira,2021,22.17604,89.2757,0.289,True,High,10.7
439,Khulna,2021,22.15762,89.36643,0.289,True,High,22.68
440,Bagerhat,2021,22.07138,89.71407,0.289,True,High,11.87
441,Bagerhat,2021,22.08261,89.74147,0.289,True,High,11.87
442,Bagerhat,2021,22.14145,89.66197,0.289,True,High,11.87
443,Bagerhat,2021,22.16795,89.66512,0.289,True,High,11.87
444,Khulna,2021,22.25194,89.42437,0.289,True,High,22.68
445,Khulna,2021,22.25419,89.45581,0.289,True,High,22.68
446,Bagerhat,2021,22.19265,89.71901,0.289,True,High,11.87
447,Bagerhat,2021,22.20658,89.71228,0.289,True,High,11.87
448,Bagerhat,2021,22.23622,89.63412,0.289,True,High,11.87
449,Cox's Bazar,2021,21.89711,92.05463,0.288,True,Medium,1.81
450,Khulna,2021,22.3575,89.51195,0.288,True,High,22.68
451,Rangamati,2021,23.01102,92.26259,0.286,True,Medium,1.49
452,Gazipur,2021,24.06564,90.35412,0.284,True,Medium,1.1
453,Dinajpur,2021,25.55011,88.5521,0.282,True,High,39.31
454,Dinajpur,2021,25.89282,88.56827,0.281,True,High,39.31
455,Bagerhat,2020,21.91552,89.60707,2.718,True,High,11.87
456,Bagerhat,2020,22.05261,89.69556,1.386,True,High,11.87
457,Khulna,2020,22.26721,89.54115,1.154,True,High,22.68
458,Gazipur,2020,24.18006,90.44283,1.136,True,Medium,1.1
459,Bagerhat,2020,22.22081,89.64106,0.923,True,High,11.87
460,Khulna,2020,21.92061,89.42841,0.868,True,High,22.68
461,Bagerhat,2020,22.0633,89.71362,0.866,True,High,11.87
462,Khulna,2020,22.34552,89.52393,0.865,True,High,22.68
463,Khulna,2020,22.384,89.49803,0.865,True,High,22.68
464,Tangail,2020,24.65419,90.04361,0.85,True,High,8.96
465,Khulna,2020,22.01562,89.47557,0.809,True,High,22.68
466,Khulna,2020,22.04883,89.41558,0.809,True,High,22.68
467,Khulna,2020,22.38586,89.48343,0.807,True,High,22.68
468,Bagerhat,2020,22.34944,89.6971,0.807,True,High,11.87
469,Gazipur,2020,24.12249,90.40693,0.796,True,Medium,1.1
470,Khulna,2020,22.06271,89.51047,0.751,True,High,22.68
471,Gazipur,2020,24.04332,90.40101,0.739,True,Medium,1.1
472,Khulna,2020,22.23948,89.54051,0.693,True,High,22.68
473,Khulna,2020,21.90021,89.40738,0.636,True,High,22.68
474,Khulna,2020,21.90552,89.42494,0.636,True,High,22.68
475,Khulna,2020,22.10785,89.48455,0.635,True,High,22.68
476,Khulna,2020,22.17563,89.35246,0.635,True,High,22.68
477,Gazipur,2020,24.15029,90.41206,0.625,True,Medium,1.1
478,Satkhira,2020,22.0377,89.2748,0.578,True,High,10.7
479,Khulna,2020,22.0058,89.42235,0.578,True,High,22.68
480,Khulna,2020,22.07183,89.54811,0.578,True,High,22.68
481,Khulna,2020,22.15448,89.39809,0.578,True,High,22.68
482,Khulna,2020,22.05975,89.40046,0.52,True,High,22.68
483,Khulna,2020,22.10891,89.43565,0.52,True,High,22.68
484,Gazipur,2020,24.062,90.37938,0.512,True,Medium,1.1
485,Satkhira,2020,21.69066,89.25913,0.464,True,High,10.7
486,Khulna,2020,22.02416,89.40314,0.462,True,High,22.68
487,Bagerhat,2020,21.99272,89.76865,0.462,True,High,11.87
488,Khulna,2020,22.10922,89.45592,0.462,True,High,22.68
489,Khulna,2020,22.37226,89.51319,0.461,True,High,22.68
490,Satkhira,2020,21.80965,89.15699,0.405,True,High,10.7
491,Satkhira,2020,21.92034,89.12844,0.405,True,High,10.7
492,Satkhira,2020,21.93927,89.11143,0.405,True,High,10.7
493,Khulna,2020,21.8828,89.39119,0.405,True,High,22.68
494,Bagerhat,2020,21.87863,89.55578,0.405,True,High,11.87
495,Khulna,2020,21.96557,89.49161,0.405,True,High,22.68
496,Khulna,2020,22.0753,89.35013,0.405,True,High,22.68
497,Khulna,2020,22.05252,89.49354,0.405,True,High,22.68
498,Khulna,2020,22.14395,89.37259,0.404,True,High,22.68
499,Khulna,2020,22.13497,89.56636,0.404,True,High,22.68
500,Khulna,2020,22.40094,89.49065,0.404,True,High,22.68
501,Bagerhat,2020,22.37334,89.65363,0.403,True,High,11.87
502,Habiganj,2020,24.22837,91.59335,0.397,True,Low,-1.01
503,Satkhira,2020,21.7149,89.26709,0.348,True,High,10.7
504,Satkhira,2020,21.91253,89.22704,0.347,True,High,10.7
505,Satkhira,2020,21.92713,89.31687,0.347,True,High,10.7
506,Satkhira,2020,21.99188,89.25511,0.347,True,High,10.7
507,Satkhira,2020,22.0222,89.19709,0.347,True,High,10.7
508,Satkhira,2020,22.04279,89.25848,0.347,True,High,10.7
509,Khulna,2020,22.11465,89.449,0.347,True,High,22.68
510,Bagerhat,2020,22.04541,89.71737,0.347,True,High,11.87
511,Satkhira,2020,22.20149,89.15405,0.347,True,High,10.7
512,Khulna,2020,22.16406,89.39173,0.347,True,High,22.68
513,Bagerhat,2020,22.08583,89.88131,0.346,True,High,11.87
514,Khulna,2020,22.25576,89.35318,0.346,True,High,22.68
515,Khulna,2020,22.31303,89.36628,0.346,True,High,22.68
516,Khulna,2020,22.29619,89.44188,0.346,True,High,22.68
517,Khulna,2020,22.33249,89.53658,0.346,True,High,22.68
518,Bagerhat,2020,22.35233,89.66534,0.346,True,High,11.87
519,Dhaka,2020,23.82033,90.34769,0.342,True,Low,-5.31
520,Tangail,2020,24.74147,90.05087,0.34,True,High,8.96
521,Satkhira,2020,21.76416,89.2492,0.29,True,High,10.7
522,Khulna,2020,21.72823,89.40101,0.29,True,High,22.68
523,Bagerhat,2020,21.72373,89.58022,0.29,True,High,11.87
524,Satkhira,2020,21.88004,89.2227,0.289,True,High,10.7
525,Satkhira,2020,21.94202,89.19889,0.289,True,High,10.7
526,Bagerhat,2020,21.83872,89.71497,0.289,True,High,11.87
527,Satkhira,2020,21.98155,89.22943,0.289,True,High,10.7
528,Satkhira,2020,22.0085,89.18227,0.289,True,High,10.7
529,Satkhira,2020,21.98874,89.3022,0.289,True,High,10.7
530,Satkhira,2020,22.0067,89.23842,0.289,True,High,10.7
531,Khulna,2020,21.96897,89.38664,0.289,True,High,22.68
532,Satkhira,2020,22.02242,89.23707,0.289,True,High,10.7
533,Satkhira,2020,22.07183,89.22809,0.289,True,High,10.7
534,Khulna,2020,22.04443,89.33409,0.289,True,High,22.68
535,Khulna,2020,22.03949,89.36912,0.289,True,High,22.68
536,Khulna,2020,22.04803,89.44638,0.289,True,High,22.68
537,Bagerhat,2020,22.02332,89.61032,0.289,True,High,11.87
538,Khulna,2020,22.06689,89.45985,0.289,True,High,22.68
539,Khulna,2020,22.10282,89.41089,0.289,True,High,22.68
540,Khulna,2020,22.10776,89.41943,0.289,True,High,22.68
541,Bagerhat,2020,22.08441,89.63862,0.289,True,High,11.87
542,Bagerhat,2020,22.09159,89.62604,0.289,True,High,11.87
543,Khulna,2020,22.18367,89.35385,0.289,True,High,22.68
544,Bagerhat,2020,22.09204,89.75674,0.289,True,High,11.87
545,Khulna,2020,22.24925,89.53216,0.289,True,High,22.68
546,Khulna,2020,22.30045,89.44952,0.288,True,High,22.68
547,Khulna,2020,22.3301,89.55911,0.288,True,High,22.68
548,Khulna,2020,22.3274,89.58247,0.288,True,High,22.68
549,Khulna,2020,22.33773,89.5663,0.288,True,High,22.68
550,Khulna,2020,22.37232,89.49848,0.288,True,High,22.68
551,Gazipur,2020,24.03285,90.40084,0.284,True,Medium,1.1
552,Gazipur,2020,24.07957,90.37074,0.284,True,Medium,1.1
553,Gazipur,2020,24.10966,90.40533,0.284,True,Medium,1.1
554,Gazipur,2020,24.14784,90.43722,0.284,True,Medium,1.1
555,Tangail,2020,24.72905,90.05274,0.283,True,High,8.96
556,Tangail,2020,24.73579,90.06262,0.283,True,High,8.96
557,Tangail,2020,24.73803,90.04241,0.283,True,High,8.96
558,Satkhira,2019,21.66587,89.22311,0.696,True,High,10.7
559,Khulna,2019,22.0935,89.42167,0.693,True,High,22.68
560,Khulna,2019,22.20373,89.35542,0.693,True,High,22.68
561,Bagerhat,2019,22.02781,89.69076,0.636,True,High,11.87
562,Satkhira,2019,21.74799,89.24358,0.579,True,High,10.7
563,Satkhira,2019,21.98537,89.17598,0.579,True,High,10.7
564,Bagerhat,2019,21.9966,89.78257,0.578,True,High,11.87
565,Satkhira,2019,22.00086,89.13945,0.521,True,High,10.7
566,Khulna,2019,22.23517,89.36353,0.52,True,High,22.68
567,Khulna,2019,22.31577,89.5422,0.519,True,High,22.68
568,Satkhira,2019,21.98683,89.21646,0.463,True,High,10.7
569,Bagerhat,2019,22.06375,89.64569,0.462,True,High,11.87
570,Khulna,2019,22.2173,89.43599,0.462,True,High,22.68
571,Khulna,2019,22.28833,89.51375,0.462,True,High,22.68
572,Khulna,2019,22.44048,89.52189,0.461,True,High,22.68
573,Bagerhat,2019,21.97456,89.75501,0.405,True,High,11.87
574,Khulna,2019,22.08492,89.55417,0.404,True,High,22.68
575,Bagerhat,2019,22.05444,89.72229,0.404,True,High,11.87
576,Bagerhat,2019,22.03936,89.78324,0.404,True,High,11.87
577,Bagerhat,2019,22.08171,89.67545,0.404,True,High,11.87
578,Khulna,2019,22.19753,89.34596,0.404,True,High,22.68
579,Bagerhat,2019,22.11412,89.68315,0.404,True,High,11.87
580,Khulna,2019,22.18759,89.42296,0.404,True,High,22.68
581,Khulna,2019,22.21133,89.3928,0.404,True,High,22.68
582,Bagerhat,2019,22.14652,89.64208,0.404,True,High,11.87
583,Khulna,2019,22.26362,89.36456,0.404,True,High,22.68
584,Khulna,2019,22.34287,89.51952,0.404,True,High,22.68
585,Khulna,2019,22.37046,89.57631,0.404,True,High,22.68
586,Gazipur,2019,24.04293,90.37645,0.398,True,Medium,1.1
587,Gazipur,2019,24.05769,90.36394,0.398,True,Medium,1.1
588,Satkhira,2019,21.6887,89.22966,0.348,True,High,10.7
589,Satkhira,2019,21.71827,89.24201,0.348,True,High,10.7
590,Satkhira,2019,21.9013,89.04401,0.347,True,High,10.7
591,Khulna,2019,22.1401,89.35243,0.347,True,High,22.68
592,Bagerhat,2019,22.05139,89.70913,0.347,True,High,11.87
593,Bagerhat,2019,22.05065,89.76041,0.347,True,High,11.87
594,Bagerhat,2019,22.05963,89.75929,0.347,True,High,11.87
595,Bagerhat,2019,22.08471,89.6893,0.347,True,High,11.87
596,Khulna,2019,22.19101,89.36628,0.346,True,High,22.68
597,Khulna,2019,22.39425,89.48979,0.346,True,High,22.68
598,Cox's Bazar,2019,20.90896,92.24957,0.29,True,Medium,1.81
599,Satkhira,2019,21.73092,89.27839,0.29,True,High,10.7
600,Satkhira,2019,21.81222,89.06459,0.29,True,High,10.7
601,Cox's Bazar,2019,21.26245,92.08203,0.29,True,Medium,1.81
602,Satkhira,2019,21.89037,89.05157,0.29,True,High,10.7
603,Satkhira,2019,21.96763,89.19619,0.289,True,High,10.7
604,Satkhira,2019,21.99008,89.14903,0.289,True,High,10.7
605,Bagerhat,2019,21.88902,89.64086,0.289,True,High,11.87
606,Satkhira,2019,22.04353,89.20203,0.289,True,High,10.7
607,Satkhira,2019,22.04533,89.26537,0.289,True,High,10.7
608,Satkhira,2019,22.08306,89.15936,0.289,True,High,10.7
609,Bagerhat,2019,21.97347,89.61167,0.289,True,High,11.87
610,Bagerhat,2019,21.96852,89.63008,0.289,True,High,11.87
611,Bagerhat,2019,21.93933,89.74821,0.289,True,High,11.87
612,Khulna,2019,22.07722,89.43066,0.289,True,High,22.68
613,Khulna,2019,22.14729,89.30669,0.289,True,High,22.68
614,Bagerhat,2019,22.08126,89.71857,0.289,True,High,11.87
615,Khulna,2019,22.18322,89.42796,0.289,True,High,22.68
616,Khulna,2019,22.23398,89.38574,0.289,True,High,22.68
617,Bagerhat,2019,22.1976,89.65434,0.289,True,High,11.87
618,Bagerhat,2019,22.18187,89.71497,0.289,True,High,11.87
619,Khulna,2019,22.23712,89.50881,0.289,True,High,22.68
620,Khulna,2019,22.25554,89.49713,0.289,True,High,22.68
621,Khulna,2019,22.29866,89.37631,0.289,True,High,22.68
622,Bagerhat,2019,22.19221,89.81379,0.289,True,High,11.87
623,Bagerhat,2019,22.31977,89.67545,0.288,True,High,11.87
624,Bagerhat,2019,22.34761,89.65344,0.288,True,High,11.87
625,Khulna,2019,22.42038,89.50522,0.288,True,High,22.68
626,Satkhira,2018,21.85449,89.11761,1.621,True,High,10.7
627,Khulna,2018,22.22559,89.3823,0.866,True,High,22.68
628,Bagerhat,2018,22.00536,89.6136,0.751,True,High,11.87
629,Khulna,2018,22.30891,89.50046,0.692,True,High,22.68
630,Khulna,2018,21.78915,89.4084,0.637,True,High,22.68
631,Khulna,2018,21.98759,89.44658,0.636,True,High,22.68
632,Bagerhat,2018,21.94942,89.64258,0.636,True,High,11.87
633,Khulna,2018,22.09784,89.33837,0.636,True,High,22.68
634,Bagerhat,2018,22.09702,89.65993,0.635,True,High,11.87
635,Bagerhat,2018,21.93259,89.7152,0.578,True,High,11.87
636,Satkhira,2018,21.96368,89.18936,0.521,True,High,10.7
637,Satkhira,2018,21.95046,89.30514,0.521,True,High,10.7
638,Satkhira,2018,21.72856,89.12916,0.464,True,High,10.7
639,Satkhira,2018,21.90626,89.08986,0.463,True,High,10.7
640,Bagerhat,2018,21.84871,89.62042,0.463,True,High,11.87
641,Bagerhat,2018,21.9158,89.62127,0.463,True,High,11.87
642,Khulna,2018,22.08424,89.46659,0.462,True,High,22.68
643,Khulna,2018,22.31387,89.52189,0.461,True,High,22.68
644,Satkhira,2018,21.7195,89.23784,0.406,True,High,10.7
645,Khulna,2018,21.8058,89.38446,0.405,True,High,22.68
646,Bagerhat,2018,21.81478,89.62219,0.405,True,High,11.87
647,Satkhira,2018,21.946,89.18201,0.405,True,High,10.7
648,Khulna,2018,21.96654,89.47172,0.405,True,High,22.68
649,Satkhira,2018,22.0785,89.12523,0.405,True,High,10.7
650,Bagerhat,2018,21.94857,89.67577,0.405,True,High,11.87
651,Khulna,2018,22.09422,89.34917,0.405,True,High,22.68
652,Bagerhat,2018,22.02653,89.63983,0.404,True,High,11.87
653,Bagerhat,2018,22.05284,89.71555,0.404,True,High,11.87
654,Bagerhat,2018,22.1093,89.62796,0.404,True,High,11.87
655,Bagerhat,2018,22.12502,89.61288,0.404,True,High,11.87
656,Bagerhat,2018,22.17379,89.5808,0.404,True,High,11.87
657,Cox's Bazar,2018,21.01309,92.22891,0.348,True,Medium,1.81
658,Satkhira,2018,21.81072,89.2072,0.348,True,High,10.7
659,Satkhira,2018,21.89868,89.14095,0.347,True,High,10.7
660,Satkhira,2018,21.90579,89.18848,0.347,True,High,10.7
661,Bagerhat,2018,21.82944,89.6324,0.347,True,High,11.87
662,Satkhira,2018,21.96231,89.17239,0.347,True,High,10.7
663,Satkhira,2018,21.96605,89.16041,0.347,True,High,10.7
664,Khulna,2018,21.8998,89.40258,0.347,True,High,22.68
665,Satkhira,2018,21.97279,89.1649,0.347,True,High,10.7
666,Satkhira,2018,21.95595,89.31275,0.347,True,High,10.7
667,Satkhira,2018,22.02182,89.27308,0.347,True,High,10.7
668,Satkhira,2018,22.03043,89.2742,0.347,True,High,10.7
669,Bagerhat,2018,21.93199,89.69528,0.347,True,High,11.87
670,Bagerhat,2018,21.93911,89.73721,0.347,True,High,11.87
671,Bagerhat,2018,21.94659,89.70913,0.347,True,High,11.87
672,Bagerhat,2018,21.99937,89.81206,0.347,True,High,11.87
673,Khulna,2018,22.09706,89.43926,0.347,True,High,22.68
674,Khulna,2018,22.1038,89.43852,0.347,True,High,22.68
675,Khulna,2018,22.21908,89.36702,0.346,True,High,22.68
676,Khulna,2018,22.22058,89.37414,0.346,True,High,22.68
677,Khulna,2018,22.22844,89.43103,0.346,True,High,22.68
678,Khulna,2018,22.24566,89.41905,0.346,True,High,22.68
679,Khulna,2018,22.31116,89.54968,0.346,True,High,22.68
680,Satkhira,2018,21.78796,89.06459,0.29,True,High,10.7
681,Satkhira,2018,21.89756,89.05246,0.29,True,High,10.7
682,Khulna,2018,21.84366,89.41044,0.289,True,High,22.68
683,Bagerhat,2018,21.81267,89.64221,0.289,True,High,11.87
684,Satkhira,2018,21.92541,89.23392,0.289,True,High,10.7
685,Bagerhat,2018,21.82659,89.61571,0.289,True,High,11.87
686,Satkhira,2018,21.95685,89.23572,0.289,True,High,10.7
687,Satkhira,2018,22.00042,89.17958,0.289,True,High,10.7
688,Satkhira,2018,21.9802,89.30309,0.289,True,High,10.7
689,Satkhira,2018,22.03096,89.1661,0.289,True,High,10.7
690,Satkhira,2018,22.0642,89.10232,0.289,True,High,10.7
691,Bagerhat,2018,21.93394,89.6202,0.289,True,High,11.87
692,Khulna,2018,22.05656,89.30983,0.289,True,High,22.68
693,Bagerhat,2018,22.00491,89.66691,0.289,True,High,11.87
694,Khulna,2018,22.0862,89.41044,0.289,True,High,22.68
695,Khulna,2018,22.10058,89.45985,0.289,True,High,22.68
696,Khulna,2018,22.14639,89.29815,0.289,True,High,22.68
697,Khulna,2018,22.19355,89.34172,0.289,True,High,22.68
698,Khulna,2018,22.20703,89.41314,0.289,True,High,22.68
699,Khulna,2018,22.20658,89.44009,0.289,True,High,22.68
700,Khulna,2018,22.21691,89.4311,0.289,True,High,22.68
701,Khulna,2018,22.27171,89.37721,0.289,True,High,22.68
702,Khulna,2018,22.28653,89.38484,0.289,True,High,22.68
703,Bagerhat,2017,21.96418,89.66081,1.908,True,High,11.87
704,Satkhira,2017,22.08863,89.06738,1.446,True,High,10.7
705,Satkhira,2017,21.94782,89.24885,1.215,True,High,10.7
706,Satkhira,2017,22.02739,89.20276,1.214,True,High,10.7
707,Bagerhat,2017,21.79369,89.58258,1.158,True,High,11.87
708,Satkhira,2017,21.91117,89.12565,0.926,True,High,10.7
709,Bagerhat,2017,21.99258,89.65706,0.925,True,High,11.87
710,Khulna,2017,22.20397,89.37297,0.924,True,High,22.68
711,Khulna,2017,22.35149,89.49115,0.923,True,High,22.68
712,Bagerhat,2017,21.93509,89.5946,0.81,True,High,11.87
713,Khulna,2017,22.3565,89.47974,0.807,True,High,22.68
714,Khulna,2017,22.02436,89.32078,0.752,True,High,22.68
715,Satkhira,2017,22.07123,89.19316,0.694,True,High,10.7
716,Khulna,2017,22.38059,89.38593,0.692,True,High,22.68
717,Satkhira,2017,21.84203,89.12645,0.637,True,High,10.7
718,Satkhira,2017,22.06742,89.20138,0.636,True,High,10.7
719,Cox's Bazar,2017,20.94826,92.25451,0.58,True,Medium,1.81
720,Khulna,2017,21.82816,89.4174,0.579,True,High,22.68
721,Satkhira,2017,21.92877,89.12253,0.579,True,High,10.7
722,Bagerhat,2017,22.01322,89.64423,0.578,True,High,11.87
723,Satkhira,2017,21.88184,89.16915,0.521,True,High,10.7
724,Khulna,2017,21.82844,89.38624,0.521,True,High,22.68
725,Khulna,2017,21.91003,89.42292,0.521,True,High,22.68
726,Bagerhat,2017,22.02133,89.63477,0.52,True,High,11.87
727,Bagerhat,2017,22.16481,89.73483,0.519,True,High,11.87
728,Bagerhat,2017,21.79032,89.55361,0.463,True,High,11.87
729,Khulna,2017,21.83552,89.38855,0.463,True,High,22.68
730,Khulna,2017,21.8431,89.39248,0.463,True,High,22.68
731,Bagerhat,2017,21.89728,89.56568,0.463,True,High,11.87
732,Bagerhat,2017,21.9217,89.57326,0.463,True,High,11.87
733,Satkhira,2017,22.05869,89.13421,0.463,True,High,10.7
734,Bagerhat,2017,21.91889,89.6878,0.463,True,High,11.87
735,Bagerhat,2017,22.01069,89.62042,0.462,True,High,11.87
736,Bagerhat,2017,21.99132,89.79475,0.462,True,High,11.87
737,Bagerhat,2017,22.17351,89.59909,0.462,True,High,11.87
738,Bagerhat,2017,22.19063,89.57354,0.462,True,High,11.87
739,Bagerhat,2017,22.17379,89.72148,0.462,True,High,11.87
740,Bagerhat,2017,22.17126,89.74984,0.462,True,High,11.87
741,Khulna,2017,22.31022,89.55867,0.461,True,High,22.68
742,Khulna,2017,21.81767,89.41012,0.405,True,High,22.68
743,Khulna,2017,21.84013,89.32959,0.405,True,High,22.68
744,Khulna,2017,21.85425,89.38446,0.405,True,High,22.68
745,Satkhira,2017,21.98258,89.27698,0.405,True,High,10.7
746,Bagerhat,2017,21.93028,89.58594,0.405,True,High,11.87
747,Khulna,2017,22.02621,89.33473,0.405,True,High,22.68
748,Khulna,2017,22.08492,89.33794,0.405,True,High,22.68
749,Bagerhat,2017,21.99252,89.72261,0.405,True,High,11.87
750,Khulna,2017,22.11476,89.32125,0.404,True,High,22.68
751,Bagerhat,2017,22.01723,89.73544,0.404,True,High,11.87
752,Bagerhat,2017,22.06054,89.65459,0.404,True,High,11.87
753,Bagerhat,2017,22.07754,89.71812,0.404,True,High,11.87
754,Bagerhat,2017,22.13529,89.78356,0.404,True,High,11.87
755,Bagerhat,2017,22.14299,89.82976,0.404,True,High,11.87
756,Bagerhat,2017,22.16288,89.8657,0.404,True,High,11.87
757,Bagerhat,2017,22.20363,89.76014,0.404,True,High,11.87
758,Khulna,2017,21.78901,89.39098,0.347,True,High,22.68
759,Khulna,2017,21.82232,89.40221,0.347,True,High,22.68
760,Khulna,2017,21.83131,89.4082,0.347,True,High,22.68
761,Satkhira,2017,21.87847,89.30152,0.347,True,High,10.7
762,Satkhira,2017,21.94771,89.17651,0.347,True,High,10.7
763,Satkhira,2017,21.93536,89.26334,0.347,True,High,10.7
764,Satkhira,2017,22.05065,89.11774,0.347,True,High,10.7
765,Satkhira,2017,22.05065,89.17613,0.347,True,High,10.7
766,Satkhira,2017,22.02594,89.2727,0.347,True,High,10.7
767,Bagerhat,2017,21.9144,89.69341,0.347,True,High,11.87
768,Khulna,2017,22.02819,89.38462,0.347,True,High,22.68
769,Satkhira,2017,22.0892,89.20346,0.347,True,High,10.7
770,Khulna,2017,22.07348,89.31911,0.347,True,High,22.68
771,Bagerhat,2017,22.07872,89.69641,0.347,True,High,11.87
772,Bagerhat,2017,22.1401,89.63914,0.346,True,High,11.87
773,Bagerhat,2017,22.12625,89.84313,0.346,True,High,11.87
774,Khulna,2017,22.34934,89.46359,0.346,True,High,22.68
775,Khulna,2017,22.31902,89.60021,0.346,True,High,22.68
776,Bagerhat,2017,22.3572,89.71699,0.346,True,High,11.87
777,Khulna,2017,21.80279,89.41673,0.289,True,High,22.68
778,Khulna,2017,21.81851,89.37945,0.289,True,High,22.68
779,Satkhira,2017,21.9025,89.09469,0.289,True,High,10.7
780,Khulna,2017,21.84411,89.33723,0.289,True,High,22.68
781,Satkhira,2017,21.90385,89.1414,0.289,True,High,10.7
782,Khulna,2017,21.88813,89.41898,0.289,True,High,22.68
783,Cox's Bazar,2017,21.43537,92.00343,0.289,True,Medium,1.81
784,Satkhira,2017,21.96942,89.17104,0.289,True,High,10.7
785,Khulna,2017,21.90564,89.4347,0.289,True,High,22.68
786,Satkhira,2017,22.02647,89.21596,0.289,True,High,10.7
787,Bagerhat,2017,21.89172,89.79852,0.289,True,High,11.87
788,Bagerhat,2017,21.94202,89.63862,0.289,True,High,11.87
789,Khulna,2017,22.03904,89.31432,0.289,True,High,22.68
790,Khulna,2017,22.02602,89.39562,0.289,True,High,22.68
791,Bagerhat,2017,21.93439,89.76213,0.289,True,High,11.87
792,Bagerhat,2017,21.96763,89.67545,0.289,True,High,11.87
793,Bagerhat,2017,21.95236,89.74192,0.289,True,High,11.87
794,Bagerhat,2017,22.04937,89.58337,0.289,True,High,11.87
795,Bagerhat,2017,22.09474,89.63547,0.289,True,High,11.87
796,Bagerhat,2017,22.10642,89.67545,0.289,True,High,11.87
